COD_UBIC_P,DESC_LINEA,COD_VARIAN,X,Y,DESC_VARIA,tipo_dia,cod_variante,frecuencia,cod_ubic_parada,hora,dia_anterior
567,130,8805,573747.2546,6138746.39352,B,3,8805,430,567,59,N
568,130,8805,573721.28552,6139095.94276,B,3,8805,430,568,59,N
569,130,8805,573705.46023,6139299.62682,B,3,8805,430,569,100,N
3728,130,8805,573692.870605399,6139496.48623985,B,3,8805,430,3728,100,N
3729,130,8805,573594.39337,6139677.62956,B,3,8805,430,3729,102,N
3730,130,8805,573500.736672797,6139971.41432067,B,3,8805,430,3730,103,N
3742,130,8805,573344.51399,6140321.57671,B,3,8805,430,3742,103,N
3743,130,8805,573225.069251498,6140433.86574239,B,3,8805,430,3743,104,N
3745,130,8805,572951.610113948,6140788.29528407,B,3,8805,430,3745,105,N
1576,130,8805,572760.628397451,6141055.80081325,B,3,8805,430,1576,106,N
1577,130,8805,572597.42078,6141250.18492,B,3,8805,430,1577,106,N
4211,130,8805,572376.823638678,6141495.91992678,B,3,8805,430,4211,107,N
4255,130,8805,572226.11952,6141703.29402,B,3,8805,430,4255,107,N
1565,130,8805,572097.92013,6141887.01971,B,3,8805,430,1565,108,N
1567,130,8805,571480.709113663,6142434.202773,B,3,8805,430,1567,109,N
1145,130,8805,571287.391010012,6142621.91989152,B,3,8805,430,1145,110,N
4603,130,8805,571146.221643176,6142816.05315172,B,3,8805,430,4603,110,N
1146,130,8805,570938.035233357,6143116.63406103,B,3,8805,430,1146,111,N
1147,130,8805,570996.72071,6143402.98075,B,3,8805,430,1147,112,N
1149,130,8805,571084.31861,6143774.62151,B,3,8805,430,1149,113,N
1150,130,8805,571149.80328,6144057.81333,B,3,8805,430,1150,114,N
1152,130,8805,571163.42334,6144557.96908,B,3,8805,430,1152,115,N
1154,130,8805,571186.0497,6144989.53127,B,3,8805,430,1154,116,N
1155,130,8805,571244.676750437,6145379.818784,B,3,8805,430,1155,117,N
4897,130,8805,571318.121597869,6145765.36441775,B,3,8805,430,4897,118,N
1157,130,8805,571350.77729,6146187.86084,B,3,8805,430,1157,119,N
1159,130,8805,571332.27538,6146647.33884,B,3,8805,430,1159,120,N
1160,130,8805,571304.60237,6147109.14173,B,3,8805,430,1160,121,N
1161,130,8805,571279.047028962,6147458.88722,B,3,8805,430,1161,122,N
1162,130,8805,571219.84125,6147913.59106,B,3,8805,430,1162,123,N
1163,130,8805,571157.302255588,6148206.9755595,B,3,8805,430,1163,124,N
1164,130,8805,571017.628263936,6148557.521538,B,3,8805,430,1164,125,N
5884,130,8805,571104.371340667,6148906.60769509,B,3,8805,430,5884,127,N
1167,130,8805,570953.76194,6149511.16328,B,3,8805,430,1167,129,N
1168,130,8805,570964.6327,6149731.31316,B,3,8805,430,1168,129,N
1170,130,8805,570988.72868,6150120.83085,B,3,8805,430,1170,131,N
1171,130,8805,571003.73138,6150479.45234,B,3,8805,430,1171,132,N
1172,130,8805,571007.006319705,6150932.89955336,B,3,8805,430,1172,133,N
1173,130,8805,570921.54786524,6151286.94172185,B,3,8805,430,1173,134,N
1174,130,8805,570843.642214585,6151546.27506822,B,3,8805,430,1174,135,N
1175,130,8805,570808.928599636,6151721.45845731,B,3,8805,430,1175,136,N
1176,130,8805,570748.436929815,6151984.18267414,B,3,8805,430,1176,136,N
1177,130,8805,570705.827735641,6152273.2658984,B,3,8805,430,1177,137,N
5338,130,8805,570675.358854923,6152542.28115866,B,3,8805,430,5338,138,N
5339,130,8805,570677.350787166,6152765.70955861,B,3,8805,430,5339,139,N
5340,130,8805,570675.358854923,6152961.58289586,B,3,8805,430,5340,139,N
5341,130,8805,570832.721502137,6152978.84630863,B,3,8805,430,5341,140,N
5342,130,8805,571003.374931206,6152981.09749962,B,3,8805,430,5342,140,N
18496,130,8805,571045.62474,6153282.57014,B,3,8805,430,18496,141,N
18497,130,8805,571046.13647,6153559.74782,B,3,8805,430,18497,142,N
23993,130,8805,570954.91555,6153867.45412,B,3,8805,430,23993,143,N
18657,130,8805,570693.31015,6153874.08017,B,3,8805,430,18657,144,N
23994,130,8805,570735.84696,6154073.56204,B,3,8805,430,23994,145,N
23995,130,8804,570749.05849,6153887.14538,A,2,8804,4280,23995,428,N
19086,130,8804,571025.44008,6153851.964,A,2,8804,4280,19086,429,N
19606,130,8804,571020.57885,6153594.53313,A,2,8804,4280,19606,430,N
19607,130,8804,571020.47595,6153308.02473,A,2,8804,4280,19607,431,N
5345,130,8804,570863.928440614,6152986.15006019,A,2,8804,4280,5345,432,N
19608,130,8804,571019.36695,6153027.72612,A,2,8804,4280,19608,432,N
5346,130,8804,570687.64243709,6152987.14602631,A,2,8804,4280,5346,433,N
5347,130,8804,570664.735216293,6152795.58854226,A,2,8804,4280,5347,433,N
5348,130,8804,570665.067205,6152575.14804067,A,2,8804,4280,5348,434,N
1178,130,8804,570660.54876,6152373.01093,A,2,8804,4280,1178,435,N
1179,130,8804,570755.905900318,6151935.76319837,A,2,8804,4280,1179,436,N
1180,130,8804,570796.12387,6151707.58826,A,2,8804,4280,1180,437,N
1181,130,8804,570825.660221296,6151543.06133858,A,2,8804,4280,1181,437,N
1182,130,8804,570902.392249417,6151251.13607184,A,2,8804,4280,1182,438,N
1183,130,8804,570950.092442591,6151044.93141062,A,2,8804,4280,1183,439,N
1184,130,8804,570985.407576542,6150440.32491184,A,2,8804,4280,1184,441,N
1185,130,8804,570975.854581576,6150185.18062523,A,2,8804,4280,1185,442,N
1187,130,8804,570949.951226327,6149790.33919924,A,2,8804,4280,1187,443,N
1188,130,8804,570944.376236105,6149576.72566842,A,2,8804,4280,1188,443,N
1189,130,8804,570926.255184302,6149247.54128158,A,2,8804,4280,1189,444,N
5883,130,8804,571066.758104582,6148924.69098167,A,2,8804,4280,5883,447,N
1191,130,8804,570993.57964,6148588.57723,A,2,8804,4280,1191,448,N
1192,130,8804,571118.324556338,6148231.94503219,A,2,8804,4280,1192,450,N
1193,130,8804,571203.78035,6147930.47102,A,2,8804,4280,1193,451,N
1194,130,8804,571261.930205956,6147522.533444,A,2,8804,4280,1194,452,N
1195,130,8804,571283.55957,6147208.21493,A,2,8804,4280,1195,453,N
1196,130,8804,571314.57823,6146715.72257,A,2,8804,4280,1196,455,N
1198,130,8804,571332.83325,6146258.23685,A,2,8804,4280,1198,456,N
1199,130,8804,571323.399402405,6145833.620544,A,2,8804,4280,1199,458,N
1200,130,8804,571248.192583607,6145470.173188,A,2,8804,4280,1200,459,N
1201,130,8804,571170.00873,6145086.23763,A,2,8804,4280,1201,500,N
1203,130,8804,571150.91845,6144632.72117,A,2,8804,4280,1203,501,N
1205,130,8804,571139.888866115,6144115.98461093,A,2,8804,4280,1205,502,N
1206,130,8804,571082.41351,6143817.51083,A,2,8804,4280,1206,503,N
1208,130,8804,570991.90073,6143439.2956,A,2,8804,4280,1208,504,N
1209,130,8804,570897.529607146,6143099.7797041,A,2,8804,4280,1209,505,N
5958,130,8804,571070.249351912,6142778.60266818,A,2,8804,4280,5958,506,N
1568,130,8804,571251.74444,6142638.65594,A,2,8804,4280,1568,507,N
1569,130,8804,571440.096024288,6142448.55081843,A,2,8804,4280,1569,508,N
4213,130,8804,572195.127489703,6141727.21170826,A,2,8804,4280,4213,509,N
4912,130,8804,572022.299142569,6141953.27690624,A,2,8804,4280,4912,509,N
1571,130,8804,572320.738858,6141530.68322059,A,2,8804,4280,1571,510,N
1572,130,8804,572488.066178868,6141346.66951869,A,2,8804,4280,1572,510,N
1573,130,8804,572749.828186408,6141041.18977921,A,2,8804,4280,1573,511,N
1574,130,8804,572843.772257552,6140927.78520753,A,2,8804,4280,1574,511,N
1575,130,8804,572975.5225,6140724.00666,A,2,8804,4280,1575,511,N
3733,130,8804,573097.66752,6140533.30294,A,2,8804,4280,3733,512,N
3734,130,8804,573300.55049,6140350.51549,A,2,8804,4280,3734,513,N
3735,130,8804,573457.455,6140071.35599,A,2,8804,4280,3735,514,N
563,130,8804,573564.184551105,6139646.07354838,A,2,8804,4280,563,515,N
564,130,8804,573582.359721282,6139449.70577354,A,2,8804,4280,564,516,N
565,130,8804,573597.84237,6139240.79544,A,2,8804,4280,565,516,N
4578,130,8804,573621.86156,6138912.21346,A,2,8804,4280,4578,517,N
566,130,8804,573646.546521291,6138622.18417768,A,2,8804,4280,566,518,N
3924,130,8804,573659.999208939,6138437.72845703,A,2,8804,4280,3924,519,N
570,130,8804,573689.1141,6138092.41239,A,2,8804,4280,570,520,N
3925,130,8804,573707.15144,6137843.9656,A,2,8804,4280,3925,520,N
4580,130,8804,573730.54153,6137525.19041,A,2,8804,4280,4580,521,N
4615,130,8804,573576.647307316,6137391.77884293,A,2,8804,4280,4615,522,N
4040,130,8804,573160.628220933,6137358.76429591,A,2,8804,4280,4040,523,N
4909,130,8804,573354.626048,6137373.170688,A,2,8804,4280,4909,523,N
4020,135,4614,572863.545062968,6137468.71199492,B,1,4614,6150,4020,615,N
573,135,4614,573122.39111544,6137379.48935666,B,1,4614,6150,573,616,N
6884,135,4614,573070.122966301,6137510.56427918,B,1,4614,6150,6884,616,N
4827,135,4614,573225.6745,6137247.30186,B,1,4614,6150,4827,617,N
4088,135,4614,573602.150469487,6137485.85108875,B,1,4614,6150,4088,619,N
4089,135,4614,573820.73753,6137507.70111,B,1,4614,6150,4089,619,N
4047,135,4614,574250.33827,6137624.11902,B,1,4614,6150,4047,620,N
4584,135,4614,574128.651583399,6137527.93522785,B,1,4614,6150,4584,620,N
4374,135,4614,574237.921262891,6137803.87958652,B,1,4614,6150,4374,621,N
4441,135,4614,574304.27599,6138048.3833,B,1,4614,6150,4441,622,N
4048,135,4614,574247.063037037,6138563.22284441,B,1,4614,6150,4048,623,N
4625,135,4614,574240.250424871,6138307.88950686,B,1,4614,6150,4625,623,N
2416,135,4614,574340.130860635,6138816.29710468,B,1,4614,6150,2416,624,N
3665,135,4614,574354.74892,6138637.92433,B,1,4614,6150,3665,624,N
3727,135,4614,574156.71303,6139003.41503,B,1,4614,6150,3727,625,N
3739,135,4614,574008.273887713,6139154.34933363,B,1,4614,6150,3739,626,N
6426,135,4614,573851.62449497,6139289.34058891,B,1,4614,6150,6426,626,N
3728,135,4614,573692.870605399,6139496.48623985,B,1,4614,6150,3728,627,N
3729,135,4614,573594.39337,6139677.62956,B,1,4614,6150,3729,628,N
3730,135,4614,573500.736672797,6139971.41432067,B,1,4614,6150,3730,628,N
3742,135,4614,573344.51399,6140321.57671,B,1,4614,6150,3742,629,N
3743,135,4614,573225.069251498,6140433.86574239,B,1,4614,6150,3743,630,N
3745,135,4614,572951.610113948,6140788.29528407,B,1,4614,6150,3745,631,N
1576,135,4614,572760.628397451,6141055.80081325,B,1,4614,6150,1576,632,N
1577,135,4614,572597.42078,6141250.18492,B,1,4614,6150,1577,633,N
4211,135,4614,572376.823638678,6141495.91992678,B,1,4614,6150,4211,634,N
4255,135,4614,572226.11952,6141703.29402,B,1,4614,6150,4255,634,N
1565,135,4614,572097.92013,6141887.01971,B,1,4614,6150,1565,635,N
1567,135,4614,571480.709113663,6142434.202773,B,1,4614,6150,1567,639,N
1145,135,4614,571287.391010012,6142621.91989152,B,1,4614,6150,1145,640,N
4603,135,4614,571146.221643176,6142816.05315172,B,1,4614,6150,4603,641,N
5664,135,4614,570809.455878865,6143094.49334469,B,1,4614,6150,5664,642,N
1305,135,4614,570639.29381,6143218.85529,B,1,4614,6150,1305,643,N
1306,135,4614,570435.324995133,6143363.66269732,B,1,4614,6150,1306,644,N
1307,135,4614,570247.452565119,6143492.85654358,B,1,4614,6150,1307,645,N
1309,135,4614,570025.143745894,6143648.13413534,B,1,4614,6150,1309,646,N
1310,135,4614,569806.639716969,6143801.83102499,B,1,4614,6150,1310,647,N
1312,135,4614,569632.625073947,6143922.22523792,B,1,4614,6150,1312,648,N
1313,135,4614,569386.418473074,6144091.49227602,B,1,4614,6150,1313,649,N
1314,135,4614,569107.126387999,6144295.02561354,B,1,4614,6150,1314,650,N
5993,135,4614,569259.731676892,6144183.81457269,B,1,4614,6150,5993,650,N
1315,135,4614,568840.63475447,6144479.15044201,B,1,4614,6150,1315,651,N
6522,135,4614,569010.091828355,6144361.61795839,B,1,4614,6150,6522,651,N
1317,135,4614,568589.28522,6144649.51566,B,1,4614,6150,1317,653,N
1318,135,4614,568484.594712889,6144729.91305658,B,1,4614,6150,1318,653,N
860,135,4614,568034.311240209,6144898.46335678,B,1,4614,6150,860,655,N
881,135,4614,567772.46541,6144812.05913,B,1,4614,6150,881,656,N
884,135,4614,567567.587053696,6144747.26570351,B,1,4614,6150,884,657,N
882,135,4614,567378.21451,6144685.29084,B,1,4614,6150,882,658,N
885,135,4614,567090.12449,6144695.01773,B,1,4614,6150,885,659,N
886,135,4614,566931.72997,6144739.01955,B,1,4614,6150,886,659,N
5012,135,4614,566643.91186635,6144843.07243672,B,1,4614,6150,5012,701,N
583,135,4614,566337.036002189,6144694.5556182,B,1,4614,6150,583,702,N
585,135,4614,565833.76139,6144166.65889,B,1,4614,6150,585,704,N
587,135,4614,565627.96801,6143954.34639,B,1,4614,6150,587,704,N
589,135,4614,565471.216484441,6143800.20724932,B,1,4614,6150,589,705,N
591,135,4614,565280.03525,6143594.24833,B,1,4614,6150,591,706,N
712,135,4614,565030.4523,6143339.15455,B,1,4614,6150,712,706,N
6317,135,4614,564787.40360247,6143120.04104935,B,1,4614,6150,6317,707,N
709,135,4614,564569.075843268,6142959.50593229,B,1,4614,6150,709,708,N
707,135,4614,564124.291318823,6142643.56469072,B,1,4614,6150,707,709,N
5038,135,4614,564380.50232694,6142829.0177812,B,1,4614,6150,5038,709,N
675,135,4614,563923.71402,6142502.61511,B,1,4614,6150,675,710,N
676,135,4614,563536.627756728,6142732.04100791,B,1,4614,6150,676,711,N
4699,135,4614,563740.513443393,6142601.21234753,B,1,4614,6150,4699,711,N
677,135,4614,563374.602908459,6142835.50807074,B,1,4614,6150,677,712,N
678,135,4614,563032.317127365,6143050.55298435,B,1,4614,6150,678,713,N
702,135,4614,562795.474807608,6143195.42801,B,1,4614,6150,702,713,N
679,135,4614,562601.609470063,6143320.05059223,B,1,4614,6150,679,714,N
680,135,4614,562439.585195412,6143423.67103283,B,1,4614,6150,680,714,N
681,135,4614,562072.72008,6143655.45886,B,1,4614,6150,681,716,N
682,135,4614,561773.547446183,6143840.76076692,B,1,4614,6150,682,716,N
683,135,4614,561287.393806843,6144147.21622206,B,1,4614,6150,683,718,N
684,135,4614,560935.248271884,6144368.4767469,B,1,4614,6150,684,719,N
4185,135,4614,560677.624892896,6144533.38548021,B,1,4614,6150,4185,720,N
685,135,4614,560413.35966,6144699.80793,B,1,4614,6150,685,721,N
686,135,4614,560163.228728,6144859.16262971,B,1,4614,6150,686,721,N
4698,135,4614,559945.76031,6144994.58765,B,1,4614,6150,4698,722,N
687,135,4614,559644.047977032,6145185.47139987,B,1,4614,6150,687,723,N
688,135,4614,559466.25415,6145293.11882,B,1,4614,6150,688,723,N
689,135,4614,558939.64654,6145627.28711,B,1,4614,6150,689,725,N
6809,135,4614,558799.640586661,6145446.92210379,B,1,4614,6150,6809,725,N
620,135,4614,558620.9027,6145149.21655,B,1,4614,6150,620,726,N
5666,135,4614,558366.968818339,6145351.02786349,B,1,4614,6150,5666,727,N
826,135,4614,557964.34353,6145667.75071,B,1,4614,6150,826,728,N
828,135,4614,558123.843714276,6145547.86355471,B,1,4614,6150,828,728,N
824,135,4614,557644.21768,6145928.86255,B,1,4614,6150,824,729,N
822,135,4614,557316.79622,6146226.59583,B,1,4614,6150,822,730,N
820,135,4614,557136.72262,6146486.72376,B,1,4614,6150,820,731,N
816,135,4614,556688.43917129,6146619.19543908,B,1,4614,6150,816,732,N
818,135,4614,556920.73978,6146797.97803,B,1,4614,6150,818,732,N
814,135,4614,556457.506534989,6146405.14722379,B,1,4614,6150,814,733,N
812,135,4614,556207.68512,6146166.61284,B,1,4614,6150,812,734,N
4735,135,4614,555927.55207,6145917.83203,B,1,4614,6150,4735,734,N
810,135,4614,555590.754406119,6145612.06834497,B,1,4614,6150,810,735,N
808,135,4614,555330.18006,6145368.95098,B,1,4614,6150,808,736,N
806,135,4614,555105.20683,6145161.60328,B,1,4614,6150,806,737,N
804,135,4614,554894.73548215,6144986.22886101,B,1,4614,6150,804,738,N
5846,135,4614,554717.479586605,6144825.89898156,B,1,4614,6150,5846,738,N
802,135,4614,554395.545355654,6144565.12197457,B,1,4614,6150,802,739,N
4135,137,819,566237.81364,6145022.85857,A,3,819,1200,4135,120,N
4135,137,819,566237.81364,6145022.85857,A,1,819,1200,4135,120,N
4135,137,819,566237.81364,6145022.85857,A,2,819,1200,4135,120,N
4136,137,819,566492.474255478,6144879.31227824,A,3,819,1200,4136,121,N
4136,137,819,566492.474255478,6144879.31227824,A,1,819,1200,4136,121,N
4136,137,819,566492.474255478,6144879.31227824,A,2,819,1200,4136,121,N
583,137,819,566337.036002189,6144694.5556182,A,3,819,1200,583,122,N
583,137,819,566337.036002189,6144694.5556182,A,1,819,1200,583,122,N
583,137,819,566337.036002189,6144694.5556182,A,2,819,1200,583,122,N
851,137,819,566343.15494,6144420.93986,A,3,819,1200,851,123,N
851,137,819,566343.15494,6144420.93986,A,1,819,1200,851,123,N
851,137,819,566343.15494,6144420.93986,A,2,819,1200,851,123,N
849,137,819,566387.47374,6144229.38799,A,3,819,1200,849,124,N
849,137,819,566387.47374,6144229.38799,A,1,819,1200,849,124,N
849,137,819,566387.47374,6144229.38799,A,2,819,1200,849,124,N
836,137,819,566524.404598423,6143640.22032421,A,3,819,1200,836,125,N
836,137,819,566524.404598423,6143640.22032421,A,1,819,1200,836,125,N
836,137,819,566524.404598423,6143640.22032421,A,2,819,1200,836,125,N
4837,137,819,566463.919247703,6143902.0230432,A,3,819,1200,4837,125,N
4837,137,819,566463.919247703,6143902.0230432,A,1,819,1200,4837,125,N
4837,137,819,566463.919247703,6143902.0230432,A,2,819,1200,4837,125,N
834,137,819,566569.09827,6143455.51227,A,3,819,1200,834,126,N
834,137,819,566569.09827,6143455.51227,A,1,819,1200,834,126,N
834,137,819,566569.09827,6143455.51227,A,2,819,1200,834,126,N
988,137,819,566658.657020557,6142896.23310221,A,3,819,1200,988,128,N
988,137,819,566658.657020557,6142896.23310221,A,1,819,1200,988,128,N
988,137,819,566658.657020557,6142896.23310221,A,2,819,1200,988,128,N
990,137,819,566713.43327,6142594.08251,A,3,819,1200,990,129,N
990,137,819,566713.43327,6142594.08251,A,1,819,1200,990,129,N
990,137,819,566713.43327,6142594.08251,A,2,819,1200,990,129,N
992,137,819,566746.59167,6142391.00243,A,3,819,1200,992,129,N
992,137,819,566746.59167,6142391.00243,A,1,819,1200,992,129,N
992,137,819,566746.59167,6142391.00243,A,2,819,1200,992,129,N
994,137,819,566781.79299,6142174.36291,A,3,819,1200,994,130,N
994,137,819,566781.79299,6142174.36291,A,1,819,1200,994,130,N
994,137,819,566781.79299,6142174.36291,A,2,819,1200,994,130,N
996,137,819,566832.12466,6141861.03847,A,3,819,1200,996,131,N
996,137,819,566832.12466,6141861.03847,A,1,819,1200,996,131,N
996,137,819,566832.12466,6141861.03847,A,2,819,1200,996,131,N
998,137,819,566846.62719958,6141719.19718912,A,3,819,1200,998,132,N
998,137,819,566846.62719958,6141719.19718912,A,1,819,1200,998,132,N
998,137,819,566846.62719958,6141719.19718912,A,2,819,1200,998,132,N
1000,137,819,566889.800841899,6141466.5310853,A,3,819,1200,1000,132,N
1000,137,819,566889.800841899,6141466.5310853,A,1,819,1200,1000,132,N
1000,137,819,566889.800841899,6141466.5310853,A,2,819,1200,1000,132,N
4931,137,819,566918.411531104,6141266.73369058,A,3,819,1200,4931,133,N
4931,137,819,566918.411531104,6141266.73369058,A,1,819,1200,4931,133,N
4931,137,819,566918.411531104,6141266.73369058,A,2,819,1200,4931,133,N
1004,137,819,566981.83187,6140888.40944,A,3,819,1200,1004,134,N
1004,137,819,566981.83187,6140888.40944,A,1,819,1200,1004,134,N
1004,137,819,566981.83187,6140888.40944,A,2,819,1200,1004,134,N
4932,137,819,566945.243407346,6141116.62706217,A,3,819,1200,4932,134,N
4932,137,819,566945.243407346,6141116.62706217,A,1,819,1200,4932,134,N
4932,137,819,566945.243407346,6141116.62706217,A,2,819,1200,4932,134,N
1034,137,819,567008.971124555,6140680.45613306,A,3,819,1200,1034,135,N
1034,137,819,567008.971124555,6140680.45613306,A,1,819,1200,1034,135,N
1034,137,819,567008.971124555,6140680.45613306,A,2,819,1200,1034,135,N
1059,137,819,567098.172006651,6140445.58986246,A,3,819,1200,1059,136,N
1059,137,819,567098.172006651,6140445.58986246,A,1,819,1200,1059,136,N
1059,137,819,567098.172006651,6140445.58986246,A,2,819,1200,1059,136,N
1060,137,819,567314.35836,6140481.62806,A,3,819,1200,1060,137,N
1060,137,819,567314.35836,6140481.62806,A,1,819,1200,1060,137,N
1060,137,819,567314.35836,6140481.62806,A,2,819,1200,1060,137,N
1061,137,819,567512.44346,6140510.70429,A,3,819,1200,1061,137,N
1061,137,819,567512.44346,6140510.70429,A,1,819,1200,1061,137,N
1061,137,819,567512.44346,6140510.70429,A,2,819,1200,1061,137,N
1062,137,819,567706.98623,6140541.21098,A,3,819,1200,1062,138,N
1062,137,819,567706.98623,6140541.21098,A,1,819,1200,1062,138,N
1062,137,819,567706.98623,6140541.21098,A,2,819,1200,1062,138,N
1063,137,819,567888.134438985,6140564.55513543,A,3,819,1200,1063,138,N
1063,137,819,567888.134438985,6140564.55513543,A,1,819,1200,1063,138,N
1063,137,819,567888.134438985,6140564.55513543,A,2,819,1200,1063,138,N
1064,137,819,568091.773377925,6140599.59333474,A,3,819,1200,1064,139,N
1064,137,819,568091.773377925,6140599.59333474,A,1,819,1200,1064,139,N
1064,137,819,568091.773377925,6140599.59333474,A,2,819,1200,1064,139,N
4775,137,819,568313.75044208,6140712.23252608,A,3,819,1200,4775,140,N
4775,137,819,568313.75044208,6140712.23252608,A,1,819,1200,4775,140,N
4775,137,819,568313.75044208,6140712.23252608,A,2,819,1200,4775,140,N
4930,137,819,568630.045883108,6140710.86058456,A,3,819,1200,4930,141,N
4930,137,819,568630.045883108,6140710.86058456,A,1,819,1200,4930,141,N
4930,137,819,568630.045883108,6140710.86058456,A,2,819,1200,4930,141,N
4776,137,819,568736.84777,6140597.21138,A,3,819,1200,4776,142,N
4776,137,819,568736.84777,6140597.21138,A,1,819,1200,4776,142,N
4776,137,819,568736.84777,6140597.21138,A,2,819,1200,4776,142,N
1283,137,819,569500.550035421,6141207.35343082,A,3,819,1200,1283,145,N
1283,137,819,569500.550035421,6141207.35343082,A,1,819,1200,1283,145,N
1283,137,819,569500.550035421,6141207.35343082,A,2,819,1200,1283,145,N
1284,137,819,569633.747635421,6141346.34223082,A,3,819,1200,1284,145,N
1284,137,819,569633.747635421,6141346.34223082,A,1,819,1200,1284,145,N
1284,137,819,569633.747635421,6141346.34223082,A,2,819,1200,1284,145,N
1285,137,819,569777.003635421,6141485.02623083,A,3,819,1200,1285,146,N
1285,137,819,569777.003635421,6141485.02623083,A,1,819,1200,1285,146,N
1285,137,819,569777.003635421,6141485.02623083,A,2,819,1200,1285,146,N
1286,137,819,569925.746035421,6141629.80623082,A,3,819,1200,1286,147,N
1286,137,819,569925.746035421,6141629.80623082,A,1,819,1200,1286,147,N
1286,137,819,569925.746035421,6141629.80623082,A,2,819,1200,1286,147,N
1287,137,819,570083.7452,6141789.18446,A,3,819,1200,1287,147,N
1287,137,819,570083.7452,6141789.18446,A,1,819,1200,1287,147,N
1287,137,819,570083.7452,6141789.18446,A,2,819,1200,1287,147,N
1288,137,819,570234.05544,6141932.69857,A,3,819,1200,1288,148,N
1288,137,819,570234.05544,6141932.69857,A,1,819,1200,1288,148,N
1288,137,819,570234.05544,6141932.69857,A,2,819,1200,1288,148,N
1289,137,819,570370.75403542,6142060.79343082,A,3,819,1200,1289,148,N
1289,137,819,570370.75403542,6142060.79343082,A,1,819,1200,1289,148,N
1289,137,819,570370.75403542,6142060.79343082,A,2,819,1200,1289,148,N
1290,137,819,570530.34368,6142220.28691,A,3,819,1200,1290,149,N
1290,137,819,570530.34368,6142220.28691,A,1,819,1200,1290,149,N
1290,137,819,570530.34368,6142220.28691,A,2,819,1200,1290,149,N
1291,137,819,570649.96262,6142339.48242,A,3,819,1200,1291,149,N
1291,137,819,570649.96262,6142339.48242,A,1,819,1200,1291,149,N
1291,137,819,570649.96262,6142339.48242,A,2,819,1200,1291,149,N
1292,137,819,570824.11193,6142513.883,A,3,819,1200,1292,150,N
1292,137,819,570824.11193,6142513.883,A,1,819,1200,1292,150,N
1292,137,819,570824.11193,6142513.883,A,2,819,1200,1292,150,N
1293,137,819,570998.47854,6142681.98309,A,3,819,1200,1293,151,N
1293,137,819,570998.47854,6142681.98309,A,1,819,1200,1293,151,N
1293,137,819,570998.47854,6142681.98309,A,2,819,1200,1293,151,N
1568,137,819,571251.74444,6142638.65594,A,3,819,1200,1568,152,N
1568,137,819,571251.74444,6142638.65594,A,1,819,1200,1568,152,N
1568,137,819,571251.74444,6142638.65594,A,2,819,1200,1568,152,N
1569,137,819,571440.096024288,6142448.55081843,A,3,819,1200,1569,153,N
1569,137,819,571440.096024288,6142448.55081843,A,1,819,1200,1569,153,N
1569,137,819,571440.096024288,6142448.55081843,A,2,819,1200,1569,153,N
4912,137,819,572022.299142569,6141953.27690624,A,3,819,1200,4912,155,N
4912,137,819,572022.299142569,6141953.27690624,A,1,819,1200,4912,156,N
4912,137,819,572022.299142569,6141953.27690624,A,2,819,1200,4912,156,N
4213,137,819,572195.127489703,6141727.21170826,A,3,819,1200,4213,157,N
4213,137,819,572195.127489703,6141727.21170826,A,1,819,1200,4213,157,N
4213,137,819,572195.127489703,6141727.21170826,A,2,819,1200,4213,157,N
1571,137,819,572320.738858,6141530.68322059,A,3,819,1200,1571,158,N
1571,137,819,572320.738858,6141530.68322059,A,1,819,1200,1571,158,N
1571,137,819,572320.738858,6141530.68322059,A,2,819,1200,1571,158,N
1572,137,819,572488.066178868,6141346.66951869,A,3,819,1200,1572,158,N
1572,137,819,572488.066178868,6141346.66951869,A,1,819,1200,1572,158,N
1572,137,819,572488.066178868,6141346.66951869,A,2,819,1200,1572,158,N
1573,137,819,572749.828186408,6141041.18977921,A,3,819,1200,1573,159,N
1573,137,819,572749.828186408,6141041.18977921,A,1,819,1200,1573,159,N
1573,137,819,572749.828186408,6141041.18977921,A,2,819,1200,1573,159,N
1574,137,819,572843.772257552,6140927.78520753,A,3,819,1200,1574,159,N
1574,137,819,572843.772257552,6140927.78520753,A,1,819,1200,1574,159,N
1574,137,819,572843.772257552,6140927.78520753,A,2,819,1200,1574,159,N
1575,137,819,572975.5225,6140724.00666,A,3,819,1200,1575,159,N
1575,137,819,572975.5225,6140724.00666,A,1,819,1200,1575,159,N
1575,137,819,572975.5225,6140724.00666,A,2,819,1200,1575,159,N
3733,137,819,573097.66752,6140533.30294,A,3,819,1200,3733,200,N
3733,137,819,573097.66752,6140533.30294,A,1,819,1200,3733,200,N
3733,137,819,573097.66752,6140533.30294,A,2,819,1200,3733,200,N
3734,137,819,573300.55049,6140350.51549,A,3,819,1200,3734,200,N
3734,137,819,573300.55049,6140350.51549,A,1,819,1200,3734,200,N
3734,137,819,573300.55049,6140350.51549,A,2,819,1200,3734,200,N
3724,137,819,573605.75474,6139638.15984,A,3,819,1200,3724,201,N
3724,137,819,573605.75474,6139638.15984,A,1,819,1200,3724,201,N
3724,137,819,573605.75474,6139638.15984,A,2,819,1200,3724,201,N
3735,137,819,573457.455,6140071.35599,A,3,819,1200,3735,201,N
3735,137,819,573457.455,6140071.35599,A,1,819,1200,3735,201,N
3735,137,819,573457.455,6140071.35599,A,2,819,1200,3735,201,N
