COD_UBIC_P,DESC_LINEA,COD_VARIAN,X,Y,DESC_VARIA,tipo_dia,cod_variante,frecuencia,cod_ubic_parada,hora,dia_anterior
5281,100,242,580711.676452724,6146077.91828279,A,2,242,4580,5281,458,N
5281,100,242,580711.676452724,6146077.91828279,A,1,242,4580,5281,458,N
2017,100,242,581017.667407003,6146319.59295744,A,2,242,4580,2017,459,N
2017,100,242,581017.667407003,6146319.59295744,A,1,242,4580,2017,459,N
2018,100,242,581257.964064552,6146449.54931305,A,2,242,4580,2018,500,N
2018,100,242,581257.964064552,6146449.54931305,A,1,242,4580,2018,500,N
6115,100,242,581489.212106624,6146585.99532086,A,2,242,4580,6115,500,N
2019,100,242,581724.11017,6146733.68265,A,2,242,4580,2019,501,N
2020,100,242,581973.47201,6146879.38195,A,2,242,4580,2020,501,N
6115,100,242,581489.212106624,6146585.99532086,A,1,242,4580,6115,501,N
2019,100,242,581724.11017,6146733.68265,A,1,242,4580,2019,502,N
2020,100,242,581973.47201,6146879.38195,A,1,242,4580,2020,502,N
4718,100,242,582406.893554386,6147135.17019274,A,2,242,4580,4718,502,N
2021,100,242,582626.541055564,6147261.55439455,A,2,242,4580,2021,503,N
2022,100,242,582526.46461,6146943.53612,A,2,242,4580,2022,504,N
4718,100,242,582406.893554386,6147135.17019274,A,1,242,4580,4718,504,N
2021,100,242,582626.541055564,6147261.55439455,A,1,242,4580,2021,505,N
2023,100,242,582343.86482238,6146541.8985484,A,2,242,4580,2023,505,N
6440,100,242,582145.629295689,6146366.16179723,A,2,242,4580,6440,505,N
2014,100,242,581961.660932848,6146469.61063482,A,2,242,4580,2014,506,N
2022,100,242,582526.46461,6146943.53612,A,1,242,4580,2022,506,N
2023,100,242,582343.86482238,6146541.8985484,A,1,242,4580,2023,507,N
5632,100,242,581563.8543104,6146278.79621376,A,2,242,4580,5632,507,N
2015,100,242,581268.358661555,6146109.76230728,A,2,242,4580,2015,508,N
6440,100,242,582145.629295689,6146366.16179723,A,1,242,4580,6440,508,N
2014,100,242,581961.660932848,6146469.61063482,A,1,242,4580,2014,509,N
2016,100,242,581046.36177,6145987.99836,A,2,242,4580,2016,509,N
4845,100,242,580850.785333816,6145883.8604704,A,2,242,4580,4845,509,N
2024,100,242,580697.877692779,6145800.98478455,A,2,242,4580,2024,510,N
5632,100,242,581563.8543104,6146278.79621376,A,1,242,4580,5632,510,N
2015,100,242,581268.358661555,6146109.76230728,A,1,242,4580,2015,511,N
2612,100,242,580797.855420002,6145419.18374013,A,2,242,4580,2612,511,N
2016,100,242,581046.36177,6145987.99836,A,1,242,4580,2016,512,N
4845,100,242,580850.785333816,6145883.8604704,A,1,242,4580,4845,512,N
4846,100,242,580649.570982084,6145123.64694879,A,2,242,4580,4846,512,N
5280,100,242,580844.227888864,6145270.97108115,A,2,242,4580,5280,512,N
2024,100,242,580697.877692779,6145800.98478455,A,1,242,4580,2024,513,N
5279,100,242,580413.3267456,6144965.0885632,A,2,242,4580,5279,513,N
2612,100,242,580797.855420002,6145419.18374013,A,1,242,4580,2612,514,N
4849,100,242,580231.16869525,6144968.48691755,A,2,242,4580,4849,514,N
2607,100,242,580149.12942,6145388.74606,A,2,242,4580,2607,515,N
4846,100,242,580649.570982084,6145123.64694879,A,1,242,4580,4846,515,N
5280,100,242,580844.227888864,6145270.97108115,A,1,242,4580,5280,515,N
2025,100,242,579804.135052694,6145363.44615793,A,2,242,4580,2025,516,N
5279,100,242,580413.3267456,6144965.0885632,A,1,242,4580,5279,516,N
3761,100,242,579638.93955,6145092.08466,A,2,242,4580,3761,517,N
4849,100,242,580231.16869525,6144968.48691755,A,1,242,4580,4849,517,N
2607,100,242,580149.12942,6145388.74606,A,1,242,4580,2607,518,N
3762,100,242,579538.7235,6144899.13181,A,2,242,4580,3762,518,N
3763,100,242,579645.82705,6144805.63308,A,2,242,4580,3763,518,N
2025,100,242,579804.135052694,6145363.44615793,A,1,242,4580,2025,519,N
3764,100,242,579854.60834,6144690.89841,A,2,242,4580,3764,519,N
3765,100,242,580015.425086209,6144599.70445077,A,2,242,4580,3765,519,N
3761,100,242,579638.93955,6145092.08466,A,1,242,4580,3761,520,N
4593,100,242,580229.12932,6144327.06664,A,2,242,4580,4593,520,N
2537,100,242,580142.555256061,6144239.66268271,A,2,242,4580,2537,521,N
3762,100,242,579538.7235,6144899.13181,A,1,242,4580,3762,521,N
3763,100,242,579645.82705,6144805.63308,A,1,242,4580,3763,521,N
2538,100,242,579995.241515,6143998.290968,A,2,242,4580,2538,522,N
3764,100,242,579854.60834,6144690.89841,A,1,242,4580,3764,522,N
3765,100,242,580015.425086209,6144599.70445077,A,1,242,4580,3765,522,N
2540,100,242,579923.6046,6143730.76331,A,2,242,4580,2540,523,N
2541,100,242,579863.48591,6143532.51992,A,2,242,4580,2541,523,N
4593,100,242,580229.12932,6144327.06664,A,1,242,4580,4593,523,N
2537,100,242,580142.555256061,6144239.66268271,A,1,242,4580,2537,524,N
2542,100,242,579787.642250709,6143314.65880723,A,2,242,4580,2542,524,N
2538,100,242,579995.241515,6143998.290968,A,1,242,4580,2538,525,N
2543,100,242,579667.37228,6143111.17474,A,2,242,4580,2543,525,N
2540,100,242,579923.6046,6143730.76331,A,1,242,4580,2540,526,N
2541,100,242,579863.48591,6143532.51992,A,1,242,4580,2541,526,N
2544,100,242,579560.42067,6142944.56289,A,2,242,4580,2544,526,N
2542,100,242,579787.642250709,6143314.65880723,A,1,242,4580,2542,527,N
3209,100,242,579325.851315739,6142603.02147984,A,2,242,4580,3209,527,N
2543,100,242,579667.37228,6143111.17474,A,1,242,4580,2543,528,N
2546,100,242,579179.56587,6142164.0562,A,2,242,4580,2546,528,N
2544,100,242,579560.42067,6142944.56289,A,1,242,4580,2544,529,N
2547,100,242,579170.74646,6142003.45168,A,2,242,4580,2547,529,N
2548,100,242,579149.77486872,6141629.4102704,A,2,242,4580,2548,530,N
3209,100,242,579325.851315739,6142603.02147984,A,1,242,4580,3209,530,N
3215,100,242,579122.92969,6141401.62722,A,2,242,4580,3215,530,N
2546,100,242,579179.56587,6142164.0562,A,1,242,4580,2546,531,N
2549,100,242,579050.98568514,6140999.8714844,A,2,242,4580,2549,531,N
3216,100,242,579089.49794,6141210.78484,A,2,242,4580,3216,531,N
2547,100,242,579170.74646,6142003.45168,A,1,242,4580,2547,532,N
3217,100,242,578988.32167,6140820.26834,A,2,242,4580,3217,532,N
2548,100,242,579149.77486872,6141629.4102704,A,1,242,4580,2548,533,N
3215,100,242,579122.92969,6141401.62722,A,1,242,4580,3215,533,N
3219,100,242,578710.78768,6140596.5906,A,2,242,4580,3219,533,N
3221,100,242,578544.28325,6140483.01227,A,2,242,4580,3221,533,N
2549,100,242,579050.98568514,6140999.8714844,A,1,242,4580,2549,534,N
3216,100,242,579089.49794,6141210.78484,A,1,242,4580,3216,534,N
3223,100,242,578340.7759,6140342.28833,A,2,242,4580,3223,534,N
3217,100,242,578988.32167,6140820.26834,A,1,242,4580,3217,535,N
3225,100,242,578146.51826,6140213.0247,A,2,242,4580,3225,535,N
3219,100,242,578710.78768,6140596.5906,A,1,242,4580,3219,536,N
3221,100,242,578544.28325,6140483.01227,A,1,242,4580,3221,536,N
3227,100,242,577894.50878,6140036.27052,A,2,242,4580,3227,536,N
3228,100,242,577703.21619,6139902.3043,A,2,242,4580,3228,536,N
3223,100,242,578340.7759,6140342.28833,A,1,242,4580,3223,537,N
3230,100,242,577364.80382,6139662.53484,A,2,242,4580,3230,537,N
3225,100,242,578146.51826,6140213.0247,A,1,242,4580,3225,538,N
3231,100,242,577215.23068,6139557.24971,A,2,242,4580,3231,538,N
3227,100,242,577894.50878,6140036.27052,A,1,242,4580,3227,539,N
3228,100,242,577703.21619,6139902.3043,A,1,242,4580,3228,539,N
3232,100,242,577084.90176,6139406.85518,A,2,242,4580,3232,539,N
3230,100,242,577364.80382,6139662.53484,A,1,242,4580,3230,540,N
3233,100,242,576916.14336,6139163.71001,A,2,242,4580,3233,540,N
3231,100,242,577215.23068,6139557.24971,A,1,242,4580,3231,541,N
3232,100,242,577084.90176,6139406.85518,A,1,242,4580,3232,542,N
4207,100,242,576740.38108,6138914.86747,A,2,242,4580,4207,542,N
3233,100,242,576916.14336,6139163.71001,A,1,242,4580,3233,543,N
3241,100,242,576549.02832,6138643.08149,A,2,242,4580,3241,543,N
4010,100,242,575675.49279,6137714.14379,A,2,242,4580,4010,545,N
4207,100,242,576740.38108,6138914.86747,A,1,242,4580,4207,545,N
4908,100,242,576065.644922512,6137899.25330548,A,2,242,4580,4908,545,N
3241,100,242,576549.02832,6138643.08149,A,1,242,4580,3241,546,N
4012,100,242,575279.488073149,6137534.892104,A,2,242,4580,4012,546,N
3912,100,242,574913.19607,6137363.06213,A,2,242,4580,3912,547,N
4015,100,242,574514.53791,6137182.73534,A,2,242,4580,4015,548,N
4908,100,242,576065.644922512,6137899.25330548,A,1,242,4580,4908,548,N
4010,100,242,575675.49279,6137714.14379,A,1,242,4580,4010,549,N
4012,100,242,575279.488073149,6137534.892104,A,1,242,4580,4012,550,N
3912,100,242,574913.19607,6137363.06213,A,1,242,4580,3912,551,N
4201,100,242,574120.22974,6137120.29499,A,2,242,4580,4201,551,N
4015,100,242,574514.53791,6137182.73534,A,1,242,4580,4015,552,N
4017,100,242,573713.08539,6137087.2845,A,2,242,4580,4017,554,N
3914,100,242,573305.88067,6137053.33507,A,2,242,4580,3914,555,N
4201,100,242,574120.22974,6137120.29499,A,1,242,4580,4201,555,N
4756,100,242,573022.57643,6137089.31062013,A,2,242,4580,4756,555,N
4757,100,242,573046.576984749,6136874.16342447,A,2,242,4580,4757,556,N
4017,100,242,573713.08539,6137087.2845,A,1,242,4580,4017,558,N
3914,100,242,573305.88067,6137053.33507,A,1,242,4580,3914,559,N
4756,100,242,573022.57643,6137089.31062013,A,1,242,4580,4756,559,N
4757,100,242,573046.576984749,6136874.16342447,A,1,242,4580,4757,600,N
4760,100,237,572826.440219277,6136743.91750369,B,2,237,5190,4760,519,N
4042,100,237,572913.89904,6136916.04988,B,2,237,5190,4042,520,N
4019,100,237,573318.438698758,6137038.70921245,B,2,237,5190,4019,521,N
4200,100,237,573718.40993,6137072.21736,B,2,237,5190,4200,523,N
3178,100,237,574147.809984036,6137105.96287837,B,2,237,5190,3178,524,N
4244,100,237,574545.419089507,6137180.69304861,B,2,237,5190,4244,526,N
4203,100,237,574929.942763905,6137350.51655626,B,2,237,5190,4203,527,N
4245,100,237,575229.370116722,6137491.81626919,B,2,237,5190,4245,528,N
4004,100,237,575662.15981,6137691.0342,B,2,237,5190,4004,529,N
4006,100,237,576031.257419562,6137857.73222479,B,2,237,5190,4006,529,N
3182,100,237,576591.87011,6138673.73854,B,2,237,5190,3182,531,N
4729,100,237,576701.850273028,6138836.92024601,B,2,237,5190,4729,532,N
3183,100,237,576903.79097,6139121.60427,B,2,237,5190,3183,534,N
3184,100,237,577060.63233,6139344.78247,B,2,237,5190,3184,535,N
3185,100,237,577241.06468,6139557.35163,B,2,237,5190,3185,536,N
3186,100,237,577377.964,6139655.06508,B,2,237,5190,3186,537,N
4865,100,237,577765.8368,6139923.3792,B,2,237,5190,4865,538,N
3190,100,237,578121.24579544,6140177.48537696,B,2,237,5190,3190,539,N
3192,100,237,578313.87529,6140309.51764,B,2,237,5190,3192,540,N
3194,100,237,578520.31616,6140450.61761,B,2,237,5190,3194,541,N
3196,100,237,578681.59921,6140559.6174,B,2,237,5190,3196,541,N
3198,100,237,578891.10066,6140703.4316,B,2,237,5190,3198,542,N
3200,100,237,579028.7201,6140851.43389,B,2,237,5190,3200,542,N
3202,100,237,579093.39666,6141150.93621,B,2,237,5190,3202,543,N
3204,100,237,579142.25213,6141432.64593,B,2,237,5190,3204,544,N
4890,100,237,579161.533677195,6141659.872256,B,2,237,5190,4890,545,N
3206,100,237,579180.51884,6141941.44591,B,2,237,5190,3206,546,N
3207,100,237,579199.736738167,6142155.99123894,B,2,237,5190,3207,547,N
6091,100,237,579282.060753743,6142627.68059327,B,2,237,5190,6091,549,N
2468,100,237,579546.86963,6142900.781,B,2,237,5190,2468,551,N
2469,100,237,579667.72689,6143082.08855,B,2,237,5190,2469,551,N
2470,100,237,579789.398516,6143252.31138938,B,2,237,5190,2470,552,N
2471,100,237,579863.33547,6143487.36389,B,2,237,5190,2471,552,N
2472,100,237,579914.45166,6143655.67913,B,2,237,5190,2472,553,N
2473,100,237,579974.464971069,6143854.7103843,B,2,237,5190,2473,554,N
2474,100,237,580020.54668664,6144031.7284589,B,2,237,5190,2474,554,N
4510,100,237,580020.073740484,6144212.64557085,B,2,237,5190,4510,555,N
2603,100,237,579935.482928473,6144416.07726432,B,2,237,5190,2603,556,N
2604,100,237,580040.39131,6144568.82062,B,2,237,5190,2604,556,N
3756,100,237,579834.005561229,6144712.45632007,B,2,237,5190,3756,557,N
3758,100,237,579596.796012858,6144841.8843436,B,2,237,5190,3758,558,N
3759,100,237,579628.692576462,6145047.04246172,B,2,237,5190,3759,559,N
3760,100,237,579771.717339544,6145320.55681543,B,2,237,5190,3760,600,N
2008,100,237,580077.039883784,6145381.77424052,B,2,237,5190,2008,601,N
2616,100,237,580156.20321,6145164.44516,B,2,237,5190,2616,601,N
4554,100,237,580264.836918075,6144897.20106956,B,2,237,5190,4554,602,N
2608,100,237,580617.841629848,6145087.99811978,B,2,237,5190,2608,603,N
5278,100,237,580396.70632413,6144928.79273787,B,2,237,5190,5278,603,N
2609,100,237,580843.66767,6145248.5917,B,2,237,5190,2609,604,N
2610,100,237,580813.84724,6145378.92031,B,2,237,5190,2610,605,N
2009,100,237,580804.97367,6145847.12687,B,2,237,5190,2009,606,N
2611,100,237,580668.123187808,6145738.13837113,B,2,237,5190,2611,606,N
6424,102,3666,575020.160128949,6146036.90628348,A,2,3666,5150,6424,515,N
2756,102,3666,575314.37441,6146171.46732,A,2,3666,5150,2756,516,N
2757,102,3666,575506.153776943,6146208.39580174,A,2,3666,5150,2757,517,N
2758,102,3666,575780.84648,6146247.33248,A,2,3666,5150,2758,517,N
2752,102,3666,575972.521127784,6146247.39961515,A,2,3666,5150,2752,518,N
2760,102,3666,576037.22050145,6145884.4784817,A,2,3666,5150,2760,519,N
2036,102,3666,576480.519482568,6145889.45719832,A,2,3666,5150,2036,520,N
2037,102,3666,576814.779325615,6145950.16255862,A,2,3666,5150,2037,521,N
6800,102,3666,576587.144997717,6146129.16416181,A,2,3666,5150,6800,522,N
4302,102,3666,576728.7382,6146313.88935,A,2,3666,5150,4302,523,N
4304,102,3666,576476.187694454,6146276.89755257,A,2,3666,5150,4304,523,N
4296,102,3666,577162.65682,6146381.576,A,2,3666,5150,4296,524,N
1995,102,3666,577225.959831673,6146213.72102434,A,2,3666,5150,1995,525,N
1996,102,3666,577270.68145,6146013.99581,A,2,3666,5150,1996,526,N
4361,102,3666,577296.34392,6145651.77406,A,2,3666,5150,4361,526,N
1997,102,3666,577320.56827,6145442.03004,A,2,3666,5150,1997,527,N
1998,102,3666,577518.180810498,6145095.92996506,A,2,3666,5150,1998,528,N
1999,102,3666,577704.95102655,6144808.40737234,A,2,3666,5150,1999,529,N
2000,102,3666,577809.55521,6144628.17135,A,2,3666,5150,2000,529,N
4988,102,3666,577835.600742894,6144406.53558855,A,2,3666,5150,4988,530,N
2703,102,3666,578146.762647656,6144287.06892188,A,2,3666,5150,2703,531,N
2708,102,3666,577983.105504799,6144373.92606474,A,2,3666,5150,2708,531,N
4502,102,3666,578302.556629539,6144157.99091892,A,2,3666,5150,4502,532,N
4504,102,3666,578302.756901648,6143948.41921824,A,2,3666,5150,4504,533,N
2710,102,3666,578262.383304213,6143575.78989811,A,2,3666,5150,2710,534,N
4503,102,3666,578144.855405049,6143733.81807538,A,2,3666,5150,4503,534,N
2711,102,3666,578414.23902,6143464.65309,A,2,3666,5150,2711,535,N
2712,102,3666,578501.464506619,6143308.06381662,A,2,3666,5150,2712,536,N
2713,102,3666,578375.75018,6143133.30782,A,2,3666,5150,2713,536,N
4739,102,3666,578352.92419,6142986.65202,A,2,3666,5150,4739,537,N
3582,102,3666,578581.114418949,6142812.29699797,A,2,3666,5150,3582,538,N
3584,102,3666,578796.786990056,6142638.82606281,A,2,3666,5150,3584,538,N
3585,102,3666,578886.865754285,6142569.22921556,A,2,3666,5150,3585,539,N
3586,102,3666,579035.03185,6142453.44366,A,2,3666,5150,3586,539,N
2546,102,3666,579179.56587,6142164.0562,A,2,3666,5150,2546,540,N
3587,102,3666,579163.65225264,6142349.83630223,A,2,3666,5150,3587,540,N
2547,102,3666,579170.74646,6142003.45168,A,2,3666,5150,2547,541,N
2548,102,3666,579149.77486872,6141629.4102704,A,2,3666,5150,2548,542,N
3215,102,3666,579122.92969,6141401.62722,A,2,3666,5150,3215,542,N
3216,102,3666,579089.49794,6141210.78484,A,2,3666,5150,3216,543,N
2549,102,3666,579050.98568514,6140999.8714844,A,2,3666,5150,2549,544,N
3217,102,3666,578988.32167,6140820.26834,A,2,3666,5150,3217,544,N
3219,102,3666,578710.78768,6140596.5906,A,2,3666,5150,3219,545,N
3221,102,3666,578544.28325,6140483.01227,A,2,3666,5150,3221,546,N
3223,102,3666,578340.7759,6140342.28833,A,2,3666,5150,3223,547,N
3225,102,3666,578146.51826,6140213.0247,A,2,3666,5150,3225,547,N
3227,102,3666,577894.50878,6140036.27052,A,2,3666,5150,3227,548,N
3228,102,3666,577703.21619,6139902.3043,A,2,3666,5150,3228,549,N
3230,102,3666,577364.80382,6139662.53484,A,2,3666,5150,3230,550,N
3231,102,3666,577215.23068,6139557.24971,A,2,3666,5150,3231,551,N
3232,102,3666,577084.90176,6139406.85518,A,2,3666,5150,3232,552,N
3233,102,3666,576916.14336,6139163.71001,A,2,3666,5150,3233,553,N
4207,102,3666,576740.38108,6138914.86747,A,2,3666,5150,4207,555,N
3241,102,3666,576549.02832,6138643.08149,A,2,3666,5150,3241,556,N
4908,102,3666,576065.644922512,6137899.25330548,A,2,3666,5150,4908,558,N
4010,102,3666,575675.49279,6137714.14379,A,2,3666,5150,4010,559,N
4012,102,3666,575279.488073149,6137534.892104,A,2,3666,5150,4012,600,N
3912,102,3666,574913.19607,6137363.06213,A,2,3666,5150,3912,601,N
4015,102,3666,574514.53791,6137182.73534,A,2,3666,5150,4015,602,N
4201,102,3666,574120.22974,6137120.29499,A,2,3666,5150,4201,603,N
4017,102,3666,573713.08539,6137087.2845,A,2,3666,5150,4017,605,N
3914,102,3666,573305.88067,6137053.33507,A,2,3666,5150,3914,607,N
4756,102,3666,573022.57643,6137089.31062013,A,2,3666,5150,4756,608,N
4756,102,3667,573022.57643,6137089.31062013,B,2,3667,5530,4756,553,N
4019,102,3667,573318.438698758,6137038.70921245,B,2,3667,5530,4019,554,N
4200,102,3667,573718.40993,6137072.21736,B,2,3667,5530,4200,555,N
3178,102,3667,574147.809984036,6137105.96287837,B,2,3667,5530,3178,558,N
4244,102,3667,574545.419089507,6137180.69304861,B,2,3667,5530,4244,559,N
4203,102,3667,574929.942763905,6137350.51655626,B,2,3667,5530,4203,600,N
4245,102,3667,575229.370116722,6137491.81626919,B,2,3667,5530,4245,600,N
4004,102,3667,575662.15981,6137691.0342,B,2,3667,5530,4004,601,N
4006,102,3667,576031.257419562,6137857.73222479,B,2,3667,5530,4006,602,N
3182,102,3667,576591.87011,6138673.73854,B,2,3667,5530,3182,605,N
4729,102,3667,576701.850273028,6138836.92024601,B,2,3667,5530,4729,606,N
3183,102,3667,576903.79097,6139121.60427,B,2,3667,5530,3183,608,N
3184,102,3667,577060.63233,6139344.78247,B,2,3667,5530,3184,609,N
3185,102,3667,577241.06468,6139557.35163,B,2,3667,5530,3185,610,N
3186,102,3667,577377.964,6139655.06508,B,2,3667,5530,3186,611,N
3190,102,3667,578121.24579544,6140177.48537696,B,2,3667,5530,3190,611,N
3192,102,3667,578313.87529,6140309.51764,B,2,3667,5530,3192,611,N
3194,102,3667,578520.31616,6140450.61761,B,2,3667,5530,3194,611,N
4865,102,3667,577765.8368,6139923.3792,B,2,3667,5530,4865,611,N
3196,102,3667,578681.59921,6140559.6174,B,2,3667,5530,3196,612,N
3198,102,3667,578891.10066,6140703.4316,B,2,3667,5530,3198,612,N
3200,102,3667,579028.7201,6140851.43389,B,2,3667,5530,3200,612,N
3202,102,3667,579093.39666,6141150.93621,B,2,3667,5530,3202,612,N
3204,102,3667,579142.25213,6141432.64593,B,2,3667,5530,3204,612,N
4890,102,3667,579161.533677195,6141659.872256,B,2,3667,5530,4890,612,N
3206,102,3667,579180.51884,6141941.44591,B,2,3667,5530,3206,614,N
3588,102,3667,579127.547058938,6142393.54258935,B,2,3667,5530,3588,621,N
3590,102,3667,578930.219968099,6142547.80271104,B,2,3667,5530,3590,622,N
3591,102,3667,578816.388539387,6142639.10370515,B,2,3667,5530,3591,623,N
3581,102,3667,578431.853895999,6142946.78694834,B,2,3667,5530,3581,624,N
3583,102,3667,578566.565960239,6142843.39294025,B,2,3667,5530,3583,624,N
4740,102,3667,578360.69599,6143094.87112,B,2,3667,5530,4740,625,N
2714,102,3667,578484.7502,6143269.50393,B,2,3667,5530,2714,626,N
2715,102,3667,578479.67805,6143422.75031,B,2,3667,5530,2715,626,N
2716,102,3667,578318.340432508,6143546.79187211,B,2,3667,5530,2716,627,N
4482,102,3667,578167.920905468,6143740.86522777,B,2,3667,5530,4482,628,N
4477,102,3667,578406.206959823,6144053.59418366,B,2,3667,5530,4477,629,N
4481,102,3667,578289.986633168,6143897.48759105,B,2,3667,5530,4481,629,N
2706,102,3667,578150.419790513,6144306.26892188,B,2,3667,5530,2706,631,N
2709,102,3667,578037.83359,6144376.64018,B,2,3667,5530,2709,631,N
2707,102,3667,577826.153123846,6144424.51654093,B,2,3667,5530,2707,632,N
1962,102,3667,577745.97398,6144757.57822,B,2,3667,5530,1962,633,N
1963,102,3667,577594.242881427,6145024.24843225,B,2,3667,5530,1963,634,N
1978,102,3667,577339.375209204,6145408.54109428,B,2,3667,5530,1978,635,N
1979,102,3667,577308.78425,6145617.59703,B,2,3667,5530,1979,636,N
1980,102,3667,577292.129364324,6145976.14453091,B,2,3667,5530,1980,637,N
1981,102,3667,577258.740050153,6146165.83597729,B,2,3667,5530,1981,637,N
1982,102,3667,577215.197430778,6146374.92024705,B,2,3667,5530,1982,638,N
4301,102,3667,576774.41755,6146340.42836,B,2,3667,5530,4301,639,N
4641,102,3667,576971.411,6146372.94238,B,2,3667,5530,4641,639,N
4303,102,3667,576415.399,6146276.15563,B,2,3667,5530,4303,640,N
6801,102,3667,576550.162258834,6146124.3921955,B,2,3667,5530,6801,641,N
6802,102,3667,576778.023650015,6145970.49628208,B,2,3667,5530,6802,642,N
2034,102,3667,576541.791987494,6145914.15366605,B,2,3667,5530,2034,643,N
2035,102,3667,576104.985147153,6145853.04058468,B,2,3667,5530,2035,644,N
2751,102,3667,576010.74368,6146172.84523,B,2,3667,5530,2751,645,N
2759,102,3667,575846.086762623,6146168.9895051,B,2,3667,5530,2759,645,N
2753,102,3667,575618.650407401,6146130.62674639,B,2,3667,5530,2753,646,N
2754,102,3667,575381.427634139,6146073.86552177,B,2,3667,5530,2754,647,N
2755,102,3667,575081.556087329,6146036.85145952,B,2,3667,5530,2755,648,N
4019,103,340,573318.438698758,6137038.70921245,B,2,340,4190,4019,419,N
4042,103,340,572913.89904,6136916.04988,B,2,340,4190,4042,419,N
4760,103,340,572826.440219277,6136743.91750369,B,2,340,4190,4760,419,N
4760,103,340,572826.440219277,6136743.91750369,B,3,340,4190,4760,419,N
4760,103,340,572826.440219277,6136743.91750369,B,1,340,4190,4760,419,N
3178,103,340,574147.809984036,6137105.96287837,B,2,340,4190,3178,420,N
4042,103,340,572913.89904,6136916.04988,B,3,340,4190,4042,420,N
4042,103,340,572913.89904,6136916.04988,B,1,340,4190,4042,420,N
4200,103,340,573718.40993,6137072.21736,B,2,340,4190,4200,420,N
4244,103,340,574545.419089507,6137180.69304861,B,2,340,4190,4244,421,N
4019,103,340,573318.438698758,6137038.70921245,B,3,340,4190,4019,422,N
4019,103,340,573318.438698758,6137038.70921245,B,1,340,4190,4019,422,N
4200,103,340,573718.40993,6137072.21736,B,3,340,4190,4200,423,N
4200,103,340,573718.40993,6137072.21736,B,1,340,4190,4200,423,N
4203,103,340,574929.942763905,6137350.51655626,B,2,340,4190,4203,423,N
4245,103,340,575229.370116722,6137491.81626919,B,2,340,4190,4245,424,N
3178,103,340,574147.809984036,6137105.96287837,B,3,340,4190,3178,425,N
3178,103,340,574147.809984036,6137105.96287837,B,1,340,4190,3178,425,N
4004,103,340,575662.15981,6137691.0342,B,2,340,4190,4004,426,N
4203,103,340,574929.942763905,6137350.51655626,B,3,340,4190,4203,426,N
4244,103,340,574545.419089507,6137180.69304861,B,3,340,4190,4244,426,N
4244,103,340,574545.419089507,6137180.69304861,B,1,340,4190,4244,426,N
4006,103,340,576031.257419562,6137857.73222479,B,2,340,4190,4006,427,N
4203,103,340,574929.942763905,6137350.51655626,B,1,340,4190,4203,427,N
4245,103,340,575229.370116722,6137491.81626919,B,3,340,4190,4245,427,N
4245,103,340,575229.370116722,6137491.81626919,B,1,340,4190,4245,427,N
4004,103,340,575662.15981,6137691.0342,B,3,340,4190,4004,428,N
4004,103,340,575662.15981,6137691.0342,B,1,340,4190,4004,429,N
4006,103,340,576031.257419562,6137857.73222479,B,3,340,4190,4006,429,N
4006,103,340,576031.257419562,6137857.73222479,B,1,340,4190,4006,430,N
3182,103,340,576591.87011,6138673.73854,B,2,340,4190,3182,431,N
3182,103,340,576591.87011,6138673.73854,B,3,340,4190,3182,431,N
3182,103,340,576591.87011,6138673.73854,B,1,340,4190,3182,432,N
4729,103,340,576701.850273028,6138836.92024601,B,2,340,4190,4729,432,N
4729,103,340,576701.850273028,6138836.92024601,B,3,340,4190,4729,432,N
3183,103,340,576903.79097,6139121.60427,B,2,340,4190,3183,433,N
3183,103,340,576903.79097,6139121.60427,B,3,340,4190,3183,433,N
4729,103,340,576701.850273028,6138836.92024601,B,1,340,4190,4729,433,N
3183,103,340,576903.79097,6139121.60427,B,1,340,4190,3183,434,N
3184,103,340,577060.63233,6139344.78247,B,2,340,4190,3184,434,N
3184,103,340,577060.63233,6139344.78247,B,3,340,4190,3184,434,N
3184,103,340,577060.63233,6139344.78247,B,1,340,4190,3184,435,N
3185,103,340,577241.06468,6139557.35163,B,2,340,4190,3185,435,N
3185,103,340,577241.06468,6139557.35163,B,3,340,4190,3185,435,N
3185,103,340,577241.06468,6139557.35163,B,1,340,4190,3185,436,N
3186,103,340,577377.964,6139655.06508,B,2,340,4190,3186,436,N
3186,103,340,577377.964,6139655.06508,B,3,340,4190,3186,436,N
3186,103,340,577377.964,6139655.06508,B,1,340,4190,3186,437,N
3190,103,340,578121.24579544,6140177.48537696,B,2,340,4190,3190,437,N
3190,103,340,578121.24579544,6140177.48537696,B,3,340,4190,3190,437,N
3192,103,340,578313.87529,6140309.51764,B,2,340,4190,3192,437,N
3192,103,340,578313.87529,6140309.51764,B,3,340,4190,3192,437,N
4865,103,340,577765.8368,6139923.3792,B,2,340,4190,4865,437,N
4865,103,340,577765.8368,6139923.3792,B,3,340,4190,4865,437,N
3190,103,340,578121.24579544,6140177.48537696,B,1,340,4190,3190,438,N
3194,103,340,578520.31616,6140450.61761,B,2,340,4190,3194,438,N
3194,103,340,578520.31616,6140450.61761,B,3,340,4190,3194,438,N
3196,103,340,578681.59921,6140559.6174,B,2,340,4190,3196,438,N
3196,103,340,578681.59921,6140559.6174,B,3,340,4190,3196,438,N
3198,103,340,578891.10066,6140703.4316,B,2,340,4190,3198,438,N
3198,103,340,578891.10066,6140703.4316,B,3,340,4190,3198,438,N
