COD_UBIC_P,DESC_LINEA,COD_VARIAN,franja_horaria,cant_viajes
567,494,121,00-10,27
567,494,121,10-18,274
567,494,121,18-00,233
567,494,122,00-10,35
567,494,122,10-18,60
567,494,122,18-00,2
567,494,2652,00-10,28
567,494,2652,10-18,173
567,494,2652,18-00,147
567,494,2898,00-10,32
567,494,2898,10-18,267
567,494,2898,18-00,141
567,494,3302,00-10,34
567,494,3302,10-18,41
567,494,3304,00-10,12
567,494,3304,10-18,20
567,494,3306,00-10,14
567,494,3306,10-18,33
567,495,137,00-10,33
567,495,137,18-00,8
567,524,185,00-10,86
567,524,185,10-18,459
567,524,185,18-00,299
567,524,2101,00-10,32
567,524,2101,10-18,1
567,524,2101,18-00,2
567,538,193,00-10,32
567,538,193,10-18,38
567,538,193,18-00,114
567,538,194,18-00,6
567,538,2090,00-10,16
567,538,2090,10-18,718
567,538,2090,18-00,304
567,538,8200,00-10,10
567,538,8200,10-18,130
567,538,8200,18-00,75
567,538,8214,18-00,2
567,582,219,00-10,269
567,582,219,10-18,1397
567,582,219,18-00,955
567,G,3337,00-10,301
567,G,3337,10-18,1031
567,G,3337,18-00,693
567,G,3338,18-00,2
567,G,3381,00-10,29
567,G,3381,10-18,364
567,G,3381,18-00,83
568,124,647,00-10,16
568,124,647,10-18,49
568,124,647,18-00,15
568,124,2640,00-10,1
568,124,2640,18-00,17
568,125,667,00-10,10
568,125,667,10-18,38
568,125,667,18-00,24
568,125,2199,00-10,1
568,125,2199,10-18,5
568,125,2199,18-00,9
568,127,695,18-00,3
568,127,696,00-10,2
568,127,701,00-10,3
568,127,705,10-18,3
568,127,705,18-00,3
568,127,709,10-18,1
568,127,2410,10-18,8
568,127,2410,18-00,2
568,127,2525,00-10,3
568,127,2525,18-00,4
568,127,2667,18-00,1
568,127,2670,10-18,6
568,127,2670,18-00,1
568,127,2672,00-10,2
568,127,2672,18-00,4
568,127,2674,00-10,2
568,127,3184,00-10,3
568,127,3187,10-18,1
568,133,2983,00-10,1
568,187,2396,00-10,5
568,188,1382,00-10,6
568,191,1391,00-10,2
568,191,1391,10-18,6
568,191,1391,18-00,16
568,404,2822,10-18,157
568,427,83,00-10,51
568,427,83,10-18,104
568,427,83,18-00,36
568,427,84,00-10,5
568,427,84,10-18,26
568,427,84,18-00,12
568,427,1955,00-10,9
568,427,2123,10-18,1
568,427,2123,18-00,1
568,427,2124,10-18,32
568,427,2358,00-10,2
568,427,2358,10-18,25
568,427,2358,18-00,6
568,427,2360,00-10,7
568,427,2360,10-18,20
568,456,2088,00-10,14
568,456,2088,10-18,214
568,456,2088,18-00,43
568,456,2996,00-10,35
568,456,2996,18-00,132
568,494,121,00-10,25
568,494,121,10-18,45
568,494,121,18-00,20
568,494,122,00-10,1
568,494,122,10-18,9
568,494,2652,00-10,16
568,494,2652,10-18,15
568,494,2652,18-00,21
568,494,2898,00-10,3
568,494,2898,10-18,13
568,494,2898,18-00,21
568,494,3302,00-10,27
568,494,3302,10-18,1
568,494,3304,00-10,12
568,494,3304,10-18,1
568,494,3306,00-10,16
568,494,3306,10-18,16
568,495,137,00-10,19
568,524,185,00-10,1
568,524,185,10-18,44
568,524,185,18-00,18
568,524,2101,00-10,2
568,524,2101,10-18,1
568,538,193,00-10,2
568,538,193,10-18,1
568,538,193,18-00,4
568,538,194,18-00,1
568,538,2090,10-18,15
568,538,2090,18-00,6
568,538,8200,10-18,28
568,538,8200,18-00,14
568,582,219,00-10,3
568,582,219,10-18,27
568,582,219,18-00,47
568,G,3337,00-10,15
568,G,3337,10-18,38
568,G,3337,18-00,36
568,G,3381,00-10,1
568,G,3381,10-18,5
568,G,3381,18-00,1
569,124,647,00-10,123
569,124,647,10-18,715
569,124,647,18-00,99
569,124,2640,00-10,5
569,124,2640,18-00,118
569,125,667,00-10,50
569,125,667,10-18,260
569,125,667,18-00,88
569,125,2199,00-10,17
569,125,2199,10-18,56
569,125,2199,18-00,9
569,127,695,10-18,3
569,127,695,18-00,16
569,127,701,00-10,13
569,127,701,10-18,3
569,127,705,10-18,95
569,127,705,18-00,35
569,127,706,10-18,10
569,127,706,18-00,17
569,127,709,00-10,8
569,127,709,10-18,12
569,127,2410,00-10,1
569,127,2410,10-18,109
569,127,2410,18-00,26
569,127,2525,00-10,14
569,127,2525,10-18,1
569,127,2525,18-00,11
569,127,2667,10-18,1
569,127,2667,18-00,3
569,127,2670,10-18,52
569,127,2670,18-00,17
569,127,2672,00-10,29
569,127,2674,00-10,6
569,127,2674,10-18,31
569,127,3184,00-10,4
569,127,3184,10-18,1
569,127,3187,00-10,5
569,127,3187,10-18,32
569,133,2983,00-10,12
569,133,2983,18-00,1
569,133,2985,18-00,14
569,187,1375,00-10,148
569,187,1375,10-18,144
569,187,1375,18-00,151
569,187,2396,18-00,8
569,187,2397,00-10,197
569,187,2397,10-18,1132
569,187,2397,18-00,120
569,188,1384,00-10,326
569,188,1384,10-18,1564
569,188,1384,18-00,483
569,191,1391,00-10,276
569,191,1391,10-18,608
569,191,1391,18-00,270
569,191,1394,10-18,41
569,191,1394,18-00,6
569,404,2822,10-18,187
569,404,2822,18-00,21
569,427,83,00-10,46
569,427,83,10-18,252
569,427,83,18-00,169
569,427,84,00-10,2
569,427,84,10-18,8
569,427,84,18-00,3
569,427,1955,00-10,2
569,427,2123,00-10,1
569,427,2123,10-18,7
569,427,2123,18-00,6
569,427,2124,10-18,21
569,427,2358,00-10,5
569,427,2358,10-18,113
569,427,2358,18-00,9
569,427,2360,00-10,20
569,427,2360,10-18,92
569,427,2360,18-00,5
569,456,2088,00-10,33
569,456,2088,10-18,594
569,456,2088,18-00,186
569,456,2996,00-10,98
569,456,2996,10-18,49
569,456,2996,18-00,94
569,494,121,00-10,13
569,494,121,10-18,107
569,494,121,18-00,96
569,494,122,00-10,4
569,494,122,10-18,18
569,494,122,18-00,1
569,494,2652,00-10,17
569,494,2652,10-18,54
569,494,2652,18-00,82
569,494,2898,00-10,2
569,494,2898,10-18,128
569,494,2898,18-00,93
569,494,3302,00-10,15
569,494,3302,10-18,22
569,494,3304,00-10,4
569,494,3304,10-18,51
569,494,3306,00-10,1
569,494,3306,10-18,8
569,495,137,18-00,1
569,524,185,00-10,23
569,524,185,10-18,217
569,524,185,18-00,91
569,524,2101,00-10,2
569,538,193,00-10,16
569,538,193,10-18,8
569,538,193,18-00,24
569,538,194,18-00,4
569,538,2090,00-10,12
569,538,2090,10-18,262
569,538,2090,18-00,45
569,538,8200,00-10,4
569,538,8200,10-18,53
569,538,8200,18-00,11
569,582,219,00-10,40
569,582,219,10-18,443
569,582,219,18-00,208
569,G,3337,00-10,633
569,G,3337,10-18,1812
569,G,3337,18-00,1375
569,G,3338,18-00,2
569,G,3381,00-10,88
569,G,3381,10-18,616
569,G,3381,18-00,79
570,124,650,00-10,29
570,124,650,10-18,52
570,124,650,18-00,6
570,124,2172,00-10,1
570,125,675,00-10,15
570,125,675,10-18,26
570,125,675,18-00,1
570,125,2032,00-10,1
570,125,2032,10-18,7
570,125,2032,18-00,2
570,127,698,00-10,2
570,127,698,10-18,2
570,127,698,18-00,3
570,127,708,10-18,1
570,127,1878,10-18,3
570,127,1878,18-00,2
570,127,2411,00-10,2
570,127,2411,10-18,1
570,127,2411,18-00,1
570,127,2526,00-10,2
570,127,2668,00-10,2
570,127,2671,00-10,1
570,127,2671,10-18,4
570,127,2671,18-00,1
570,127,2675,10-18,1
570,127,3191,10-18,5
570,133,2984,00-10,10
570,191,1402,00-10,5
570,191,1402,10-18,4
570,191,1402,18-00,2
570,427,86,00-10,140
570,427,86,10-18,205
570,427,86,18-00,14
570,427,88,00-10,7
570,427,88,18-00,1
570,427,1956,00-10,3
570,427,2126,10-18,18
570,427,2126,18-00,2
570,427,2127,10-18,12
570,427,2359,00-10,72
570,427,2359,10-18,12
570,427,2359,18-00,12
570,427,2362,10-18,28
570,427,2362,18-00,1
570,456,2089,00-10,5
570,456,2089,10-18,40
570,456,2997,00-10,1
570,456,2997,18-00,2
570,494,129,00-10,18
570,494,129,10-18,58
570,494,129,18-00,39
570,494,2628,00-10,48
570,494,2628,10-18,53
570,494,2628,18-00,21
570,494,2653,00-10,10
570,494,2653,10-18,101
570,494,2653,18-00,11
570,494,2733,00-10,1
570,494,2902,00-10,18
570,494,2902,10-18,61
570,494,2902,18-00,47
570,494,3303,10-18,10
570,494,3305,10-18,5
570,494,3307,10-18,2
570,495,141,00-10,14
570,524,186,00-10,3
570,524,186,10-18,9
570,524,186,18-00,5
570,524,2102,10-18,3
570,538,205,00-10,2
570,538,205,18-00,3
570,538,2091,00-10,1
570,538,2091,10-18,3
570,538,2091,18-00,1
570,538,2103,00-10,1
570,538,8199,00-10,4
570,538,8199,10-18,3
570,538,8199,18-00,1
570,582,220,00-10,51
570,582,220,10-18,160
570,582,220,18-00,84
570,G,3338,00-10,14
570,G,3338,10-18,40
570,G,3338,18-00,10
570,G,3382,00-10,2
570,G,3382,10-18,7
573,140,8050,00-10,71
573,140,8050,10-18,174
573,140,8050,18-00,147
573,143,7687,00-10,75
573,143,7687,10-18,630
573,143,7687,18-00,253
573,538,2090,00-10,3
573,538,2090,10-18,181
573,538,2090,18-00,68
573,D2_,1757,00-10,6
573,D2_,1757,10-18,71
574,116,630,00-10,2659
574,116,630,10-18,10338
574,116,630,18-00,6242
574,116,2312,00-10,2
574,116,2940,00-10,2
574,117,634,10-18,2
574,117,635,00-10,972
574,117,635,10-18,5032
574,117,635,18-00,1911
574,117,2779,00-10,512
574,117,2779,10-18,370
574,117,2779,18-00,1310
574,121,7884,00-10,1920
574,121,7884,10-18,7590
574,121,7884,18-00,3438
574,121,8076,00-10,1
574,121,8076,10-18,4
574,141,833,10-18,6
574,141,833,18-00,60
574,141,7685,00-10,808
574,141,7685,10-18,1131
574,141,7685,18-00,1894
574,142,863,00-10,963
574,142,863,10-18,3421
574,142,863,18-00,1858
574,142,873,00-10,550
574,142,873,10-18,3675
574,142,873,18-00,1592
574,144,883,00-10,1446
574,144,883,10-18,5200
574,144,883,18-00,2889
574,538,8200,00-10,13
574,538,8200,10-18,223
574,538,8200,18-00,110
574,538,8214,18-00,5
575,141,833,10-18,1
575,141,833,18-00,53
575,141,7685,00-10,393
575,141,7685,10-18,795
575,141,7685,18-00,1209
575,142,863,00-10,575
575,142,863,10-18,2336
575,142,863,18-00,1231
575,142,873,00-10,357
575,142,873,10-18,2533
575,142,873,18-00,1066
575,144,883,00-10,761
575,144,883,10-18,3529
575,144,883,18-00,1814
575,538,193,00-10,44
575,538,193,10-18,31
575,538,193,18-00,106
575,538,194,18-00,15
575,538,2090,00-10,35
575,538,2090,10-18,774
575,538,2090,18-00,360
575,538,8200,00-10,22
575,538,8200,10-18,146
575,538,8200,18-00,66
575,538,8214,18-00,2
576,116,630,00-10,1938
576,116,630,10-18,8374
576,116,630,18-00,4513
576,116,2940,00-10,2
576,117,635,00-10,663
576,117,635,10-18,3987
576,117,635,18-00,1414
576,117,2779,00-10,392
576,117,2779,10-18,310
576,117,2779,18-00,911
576,121,7883,10-18,2
576,121,7884,00-10,1743
576,121,7884,10-18,7023
576,121,7884,18-00,3086
576,121,8076,00-10,1
576,121,8076,10-18,5
576,121,8076,18-00,1
577,141,833,18-00,35
577,141,7685,00-10,394
577,141,7685,10-18,608
577,141,7685,18-00,1036
577,142,863,00-10,688
577,142,863,10-18,2045
577,142,863,18-00,945
577,142,873,00-10,379
577,142,873,10-18,2017
577,142,873,18-00,940
577,144,883,00-10,855
577,144,883,10-18,2896
577,144,883,18-00,1506
577,427,86,00-10,530
577,427,86,10-18,1168
577,427,86,18-00,621
577,427,87,00-10,13
577,427,88,18-00,3
577,427,2126,10-18,98
577,427,2126,18-00,25
577,427,2127,00-10,7
577,427,2127,10-18,22
577,427,2127,18-00,15
577,427,2359,00-10,103
577,427,2359,10-18,153
577,427,2359,18-00,98
577,427,2362,10-18,187
577,427,2362,18-00,7
577,427,2634,10-18,14
577,427,2634,18-00,17
578,116,630,00-10,901
578,116,630,10-18,4285
578,116,630,18-00,2332
578,116,2940,00-10,1
578,117,634,10-18,2
578,117,635,00-10,290
578,117,635,10-18,2116
578,117,635,18-00,736
578,117,2779,00-10,167
578,117,2779,10-18,114
578,117,2779,18-00,447
578,121,7884,00-10,938
578,121,7884,10-18,4034
578,121,7884,18-00,1932
578,121,8076,10-18,4
578,582,220,00-10,540
578,582,220,10-18,2078
578,582,220,18-00,1228
579,116,630,00-10,1424
579,116,630,10-18,5814
579,116,630,18-00,2762
579,116,2312,00-10,1
579,116,2940,00-10,2
579,117,634,10-18,1
579,117,635,00-10,470
579,117,635,10-18,2906
579,117,635,18-00,835
579,117,2779,00-10,356
579,117,2779,10-18,192
579,117,2779,18-00,538
579,121,7884,00-10,1590
579,121,7884,10-18,6189
579,121,7884,18-00,2475
579,121,8076,10-18,2
579,121,8076,18-00,3
579,141,833,10-18,8
579,141,833,18-00,46
579,141,7685,00-10,630
579,141,7685,10-18,848
579,141,7685,18-00,1373
579,142,863,00-10,915
579,142,863,10-18,2770
579,142,863,18-00,1305
579,142,873,00-10,530
579,142,873,10-18,2811
579,142,873,18-00,1209
579,144,883,00-10,1178
579,144,883,10-18,4294
579,144,883,18-00,1997
579,427,86,00-10,581
579,427,86,10-18,1342
579,427,86,18-00,775
579,427,87,00-10,19
579,427,88,00-10,5
579,427,88,18-00,7
579,427,2126,10-18,151
579,427,2126,18-00,22
579,427,2127,00-10,2
579,427,2127,10-18,37
579,427,2127,18-00,22
579,427,2359,00-10,176
579,427,2359,10-18,141
579,427,2359,18-00,166
579,427,2362,10-18,321
579,427,2362,18-00,12
579,427,2634,10-18,17
579,427,2634,18-00,116
579,582,220,00-10,845
579,582,220,10-18,2884
579,582,220,18-00,1497
580,538,193,00-10,44
580,538,193,10-18,28
580,538,193,18-00,149
580,538,194,18-00,28
580,538,2090,00-10,29
580,538,2090,10-18,1402
580,538,2090,18-00,662
581,137,3266,00-10,1
582,128,711,10-18,3
582,135,782,00-10,157
582,135,782,10-18,204
582,L14,168,00-10,11
582,L14,168,10-18,33
582,L14,168,18-00,21
583,128,725,00-10,14
583,163,1122,00-10,419
583,163,1122,10-18,1022
583,163,1122,18-00,390
583,163,1123,00-10,7
583,163,1123,10-18,35
583,163,1123,18-00,59
583,163,7880,00-10,8
583,163,7880,18-00,16
583,L1,1554,00-10,59
583,L1,1554,10-18,70
583,L1,1554,18-00,75
583,L1,1555,00-10,11
583,L1,2379,00-10,48
583,L1,2379,10-18,26
583,L1,2569,00-10,21
583,L1,2569,10-18,5
583,L16,2070,00-10,129
583,L16,2070,10-18,567
583,L16,2070,18-00,218
583,L19,2080,10-18,67
583,L19,2080,18-00,8
583,L19,2942,00-10,24
583,L35,1577,00-10,53
583,L35,1577,10-18,159
583,L35,1577,18-00,113
583,L35,2604,00-10,19
583,L35,2604,10-18,14
583,L6,1584,00-10,14
583,L6,1584,10-18,118
583,L6,1584,18-00,43
583,L7,2357,00-10,17
583,L7,2357,10-18,88
583,L7,2357,18-00,47
583,L7,3657,10-18,47
584,135,784,00-10,98
584,135,784,10-18,23
584,135,784,18-00,3
584,495,141,00-10,63
584,495,2136,00-10,1
584,L1,1551,00-10,4
584,L1,1552,00-10,1
584,L1,2352,10-18,1
584,L16,2069,00-10,2
584,L16,2069,10-18,17
584,L16,2069,18-00,2
584,L19,2079,00-10,1
584,L19,2941,00-10,1
584,L19,2941,10-18,3
584,L35,1575,00-10,1
584,L35,1575,18-00,1
585,135,782,10-18,3
585,495,137,00-10,3
585,L1,1554,00-10,2
585,L1,1554,10-18,16
585,L1,1554,18-00,1
585,L1,1555,00-10,5
585,L1,2379,00-10,6
585,L1,2379,10-18,4
585,L1,2569,00-10,12
585,L16,2070,00-10,10
585,L16,2070,10-18,73
585,L16,2070,18-00,13
585,L19,2080,10-18,3
585,L19,2942,00-10,5
585,L35,1577,00-10,1
585,L35,1577,10-18,26
585,L35,1577,18-00,8
585,L35,2604,00-10,13
586,135,784,00-10,9
586,135,784,10-18,14
586,495,141,00-10,173
586,495,2136,00-10,2
586,L1,1551,00-10,23
586,L1,1551,10-18,28
586,L1,1552,00-10,7
586,L1,2352,10-18,1
586,L1,2352,18-00,1
586,L1,2570,10-18,9
586,L16,2069,00-10,33
586,L16,2069,10-18,157
586,L16,2069,18-00,37
586,L19,2079,00-10,8
586,L19,2079,10-18,9
586,L19,2079,18-00,4
586,L19,2941,00-10,2
586,L19,2941,10-18,1
586,L35,1575,00-10,21
586,L35,1575,10-18,43
586,L35,1575,18-00,7
586,L35,2603,10-18,3
587,495,137,00-10,21
587,L1,1554,00-10,10
587,L1,1554,10-18,1
587,L1,1554,18-00,3
587,L1,1555,00-10,3
587,L1,2379,10-18,1
587,L1,2569,00-10,3
587,L16,2070,00-10,11
587,L16,2070,10-18,75
587,L16,2070,18-00,17
587,L19,2080,10-18,4
587,L19,2942,00-10,4
587,L35,1577,00-10,8
587,L35,1577,10-18,17
587,L35,1577,18-00,4
588,135,784,00-10,10
588,135,784,10-18,8
588,495,141,00-10,153
588,495,2136,00-10,7
588,L1,1551,00-10,19
588,L1,1551,10-18,27
588,L1,1551,18-00,4
588,L1,1552,00-10,14
588,L1,2352,10-18,4
588,L1,2352,18-00,1
588,L1,2570,10-18,4
588,L16,2069,00-10,17
588,L16,2069,10-18,161
588,L16,2069,18-00,43
588,L19,2079,00-10,3
588,L19,2079,10-18,4
588,L19,2079,18-00,7
588,L19,2941,00-10,1
588,L19,2941,10-18,3
588,L35,1575,00-10,29
588,L35,1575,10-18,52
588,L35,1575,18-00,15
588,L35,2603,10-18,9
589,135,782,00-10,1
589,495,137,00-10,13
589,L1,1554,00-10,38
589,L1,1554,10-18,19
589,L1,1554,18-00,2
589,L1,1555,00-10,3
589,L1,2379,00-10,4
589,L1,2379,10-18,5
589,L1,2569,00-10,4
589,L16,2070,00-10,29
589,L16,2070,10-18,65
589,L16,2070,18-00,14
589,L19,2080,10-18,6
589,L19,2942,00-10,3
589,L35,1577,00-10,15
589,L35,1577,10-18,17
589,L35,1577,18-00,3
589,L35,2604,00-10,12
589,L35,2604,10-18,2
590,135,784,00-10,54
590,135,784,10-18,18
590,495,141,00-10,251
590,495,2136,00-10,2
590,495,7465,00-10,8
590,L1,1551,00-10,75
590,L1,1551,10-18,60
590,L1,1551,18-00,3
590,L1,1552,00-10,42
590,L1,2352,10-18,3
590,L1,2352,18-00,14
590,L1,2570,10-18,12
590,L1,2570,18-00,2
590,L16,2069,00-10,116
590,L16,2069,10-18,443
590,L16,2069,18-00,77
590,L19,2079,00-10,8
590,L19,2079,10-18,28
590,L19,2079,18-00,16
590,L19,2941,00-10,13
590,L19,2941,10-18,7
590,L35,1575,00-10,73
590,L35,1575,10-18,101
590,L35,1575,18-00,14
590,L35,2603,10-18,12
590,L35,2603,18-00,1
591,135,782,00-10,9
591,135,782,10-18,38
591,495,137,00-10,43
591,L1,1554,00-10,30
591,L1,1554,10-18,62
591,L1,1554,18-00,16
591,L1,1555,00-10,3
591,L1,2379,00-10,14
591,L1,2379,10-18,15
591,L1,2569,00-10,9
591,L1,2569,10-18,4
591,L16,2070,00-10,51
591,L16,2070,10-18,198
591,L16,2070,18-00,58
591,L19,2080,10-18,14
591,L19,2080,18-00,2
591,L19,2942,00-10,25
591,L35,1577,00-10,25
591,L35,1577,10-18,66
591,L35,1577,18-00,17
591,L35,2604,00-10,37
591,L35,2604,10-18,6
592,135,784,00-10,44
592,135,784,10-18,50
592,135,784,18-00,5
592,495,141,00-10,183
592,L16,2069,00-10,115
592,L16,2069,10-18,426
592,L16,2069,18-00,78
592,L19,2079,00-10,8
592,L19,2079,10-18,12
592,L19,2079,18-00,15
592,L19,2941,00-10,8
592,L19,2941,10-18,5
592,L35,1575,00-10,167
592,L35,1575,10-18,255
592,L35,1575,18-00,91
592,L35,2603,10-18,21
592,L35,2603,18-00,5
593,L1,1554,10-18,7
593,L1,1554,18-00,4
593,L1,2379,00-10,10
594,L1,1551,00-10,16
594,L1,1551,10-18,20
594,L1,1551,18-00,3
594,L1,1552,00-10,4
594,L1,2352,10-18,3
594,L1,2570,10-18,5
595,L1,1554,00-10,1
596,L1,1551,10-18,17
596,L1,1551,18-00,2
596,L1,2352,10-18,4
596,L1,2352,18-00,2
598,L1,1554,00-10,1
598,L1,1554,10-18,6
598,L1,1554,18-00,2
598,L1,2379,00-10,3
598,L1,2379,10-18,3
599,L1,1551,00-10,47
599,L1,1551,10-18,52
599,L1,1551,18-00,2
599,L1,1552,00-10,22
599,L1,2352,10-18,18
599,L1,2352,18-00,4
599,L1,2570,10-18,11
600,L1,1554,00-10,4
600,L1,1554,10-18,19
600,L1,1554,18-00,6
601,L1,1554,10-18,9
601,L1,1554,18-00,4
601,L1,2569,00-10,1
602,L1,1551,00-10,42
602,L1,1551,10-18,143
602,L1,1551,18-00,5
602,L1,1552,00-10,13
602,L1,2352,10-18,26
602,L1,2352,18-00,2
602,L1,2570,10-18,37
603,L1,1554,10-18,6
604,L1,1551,00-10,2
604,L1,1551,10-18,10
604,L1,2352,10-18,2
605,L1,1554,10-18,15
605,L1,2379,10-18,1
605,L1,2569,10-18,2
606,L1,1551,00-10,24
606,L1,1551,10-18,160
606,L1,1551,18-00,4
606,L1,2352,10-18,16
606,L1,2352,18-00,39
606,L1,2570,10-18,5
607,L1,1554,00-10,1
607,L1,1554,10-18,10
607,L1,2379,00-10,1
607,L1,2379,10-18,6
607,L1,2569,00-10,3
607,L1,2569,10-18,1
608,L1,1551,00-10,10
608,L1,1551,10-18,20
608,L1,1551,18-00,3
608,L1,1552,00-10,1
608,L1,2352,18-00,2
608,L1,2570,10-18,1
609,L1,1554,00-10,3
609,L1,1554,10-18,38
609,L1,1554,18-00,7
609,L1,2379,10-18,8
609,L1,2569,00-10,3
609,L1,2569,10-18,1
610,L1,1551,00-10,6
610,L1,1551,10-18,21
610,L1,1551,18-00,5
610,L1,2352,10-18,10
610,L1,2570,10-18,2
610,L1,2570,18-00,2
611,L1,1554,10-18,3
611,L1,1554,18-00,1
611,L1,2379,10-18,3
611,L1,2569,10-18,1
612,L1,1551,00-10,6
612,L1,1551,10-18,21
612,L1,1551,18-00,1
613,L1,1551,00-10,44
613,L1,1551,10-18,29
613,L1,1551,18-00,2
613,L1,2352,10-18,16
613,L1,2352,18-00,3
613,L1,2570,10-18,2
614,L1,1551,00-10,2
614,L1,1551,10-18,6
615,L1,1551,00-10,15
615,L1,1551,10-18,20
615,L1,1551,18-00,4
615,L1,2352,10-18,2
615,L1,2352,18-00,2
615,L1,2570,10-18,133
615,L1,2570,18-00,21
616,L1,1554,00-10,27
616,L1,1554,10-18,259
616,L1,1554,18-00,57
616,L1,2379,00-10,9
616,L1,2379,10-18,170
616,L1,2569,10-18,1
617,135,784,00-10,69
617,135,784,10-18,96
617,135,784,18-00,2
617,L1,1551,00-10,158
617,L1,1551,10-18,510
617,L1,1551,18-00,12
617,L1,1552,00-10,19
617,L1,2352,10-18,192
617,L1,2352,18-00,16
617,L35,1575,00-10,144
617,L35,1575,10-18,635
617,L35,1575,18-00,131
618,L1,1554,10-18,27
618,L1,1554,18-00,6
618,L1,1555,00-10,6
618,L1,2379,10-18,8
618,L35,1577,10-18,6
619,135,784,00-10,8
619,135,784,10-18,11
619,L1,1551,00-10,20
619,L1,1551,10-18,60
619,L1,1551,18-00,4
619,L1,1552,00-10,13
619,L1,2352,10-18,54
619,L1,2352,18-00,2
619,L35,1575,00-10,6
619,L35,1575,10-18,94
619,L35,1575,18-00,14
620,135,782,00-10,1
620,L1,1554,00-10,4
620,L1,1554,10-18,17
620,L1,2379,00-10,2
620,L35,1577,10-18,1
621,L1,1551,00-10,27
621,L1,1551,10-18,62
621,L1,1551,18-00,1
621,L1,1552,00-10,1
621,L1,2352,10-18,19
622,L1,1551,10-18,5
623,L1,1551,00-10,6
623,L1,1551,10-18,9
623,L1,1552,00-10,1
623,L1,2352,10-18,2
624,L1,1552,00-10,1
628,L1,1551,00-10,5
628,L1,1551,10-18,2
628,L1,1551,18-00,4
628,L1,1552,00-10,25
628,L1,1554,18-00,1
628,L1,2352,10-18,3
629,L1,1554,18-00,1
630,L1,1551,00-10,35
630,L1,1551,10-18,34
630,L1,1551,18-00,13
630,L1,2352,10-18,20
631,133,2986,00-10,22
631,133,7452,00-10,2
631,L1,1554,00-10,11
631,L1,1554,10-18,89
631,L1,1554,18-00,6
631,L1,2379,00-10,11
631,L1,2379,10-18,3
632,L1,1551,00-10,22
632,L1,1551,10-18,33
632,L1,1551,18-00,4
632,L1,2352,10-18,6
633,133,2986,00-10,2
633,L1,1554,00-10,2
633,L1,1554,10-18,3
633,L1,2379,00-10,1
633,L1,2379,10-18,5
634,L1,1551,00-10,12
634,L1,1551,10-18,12
634,L1,1551,18-00,1
634,L1,2352,10-18,8
635,133,2986,00-10,87
635,133,2986,18-00,1
635,133,7452,00-10,1
635,L1,1554,00-10,39
635,L1,1554,10-18,139
635,L1,1554,18-00,54
635,L1,2379,00-10,28
635,L1,2379,10-18,20
635,L15,7448,00-10,2
636,L1,1551,00-10,158
636,L1,1551,10-18,92
636,L1,1551,18-00,12
636,L1,2352,10-18,43
636,L15,7449,18-00,1
637,133,2986,00-10,1
637,L1,1554,00-10,2
637,L1,1554,10-18,11
637,L1,1554,18-00,1
637,L1,2379,00-10,2
637,L1,2379,10-18,5
639,133,2267,00-10,1
639,133,2983,00-10,11
639,133,2985,00-10,33
639,495,137,00-10,8
639,L15,2073,10-18,46
639,L15,2073,18-00,24
639,L15,2611,10-18,12
639,L16,2070,00-10,5
639,L16,2070,10-18,34
639,L16,2070,18-00,8
640,133,2095,00-10,1
640,133,2269,00-10,2
640,133,2269,18-00,7
640,133,2984,00-10,141
640,133,2984,18-00,11
640,133,7452,00-10,15
640,495,141,00-10,166
640,495,2136,00-10,6
640,L1,1551,00-10,203
640,L1,1551,10-18,178
640,L1,1551,18-00,14
640,L1,2352,10-18,97
640,L15,2074,00-10,131
640,L15,2074,10-18,592
640,L15,2074,18-00,212
640,L15,2612,10-18,47
640,L15,7448,00-10,31
640,L15,7449,18-00,18
640,L16,2069,00-10,98
640,L16,2069,10-18,469
640,L16,2069,18-00,171
640,L19,2079,00-10,4
640,L19,2079,10-18,15
640,L19,2079,18-00,9
640,L19,2941,10-18,1
641,133,2986,00-10,313
641,133,2986,18-00,40
641,L1,1554,00-10,1
641,L1,1554,10-18,2
641,L1,1554,18-00,5
641,L1,2379,00-10,2
641,L1,2379,10-18,1
641,L15,3044,10-18,1
642,133,2267,00-10,2
642,133,2983,00-10,10
642,L1,1554,10-18,5
642,L1,2379,00-10,2
642,L1,2379,10-18,2
642,L15,2073,00-10,3
642,L15,2073,10-18,31
642,L15,2073,18-00,8
642,L15,2611,10-18,8
642,L16,2070,00-10,4
642,L16,2070,10-18,20
642,L16,2070,18-00,7
643,133,2095,00-10,4
643,133,2269,00-10,3
643,133,2269,10-18,3
643,133,2269,18-00,8
643,133,2984,00-10,240
643,133,2984,18-00,3
643,133,7452,00-10,4
643,495,141,00-10,120
643,495,2136,00-10,2
643,L1,1551,00-10,27
643,L1,1551,10-18,6
643,L1,1551,18-00,8
643,L1,2352,10-18,11
643,L15,2074,00-10,103
643,L15,2074,10-18,437
